source_stock,target_stock,weight
567,601696,0.7341693439576652
567,601788,0.8006109152316706
567,601878,0.7149255665317726
567,601901,0.6192822552095664
567,601990,0.6435997227334002
567,601995,0.5412937317378655
617,627,0.7544972121472682
617,686,0.6031327274116997
617,712,0.587607023642682
617,728,0.8607401373853627
617,750,0.8895684689764363
617,776,0.8892474686441613
617,783,0.8587917720815544
617,987,0.9303639973585622
617,1236,0.9127959698403629
617,2423,0.9465869650591404
617,2500,0.8988893702748266
617,2670,0.6299565681658098
617,2673,0.6791727431720034
617,2736,0.8829082742878874
617,2797,0.9078764231549097
617,2926,0.8161724406113785
617,2939,0.6108349013887426
617,2945,0.7505819828333776
617,2961,0.7894022182755134
617,300033,0.8612042088012977
617,300059,0.920888242148431
617,300803,0.8551741371662956
617,600030,0.8981884798747165
617,600053,0.7464960296080922
617,600061,0.9086711292781289
617,600095,0.8904040771836625
617,600109,0.7881667342402681
617,600155,0.7378320093007504
617,600318,0.6769769866996718
617,600369,0.769305596976914
617,600390,0.908190279375818
617,600517,0.8713936690935281
617,600621,0.8712337106762307
617,600643,0.8909625544287406
617,600705,0.8403953053890615
617,600783,0.8235013193179425
617,600816,0.8166202964428334
617,600830,0.8376384936738274
617,600864,0.8886124028939738
617,600901,0.501429003009331
617,600906,0.8959559085878371
617,600909,0.9084962683960092
617,600918,0.8756544561745099
617,600927,0.8521378876806315
617,600958,0.8933299587775037
617,600999,0.8780354581266199
617,601059,0.6139428457074165
617,601066,0.8796629196788226
617,601099,0.9078852606198045
617,601108,0.797720605287237
617,601136,0.7847203489098888
617,601162,0.6052472427707459
617,601198,0.7441655398527295
617,601211,0.6212621747684418
617,601236,0.8964097216442768
617,601318,0.715519142155508
617,601319,0.639173476557528
617,601336,0.6697828818479956
617,601375,0.869297609499795
617,601377,0.8516305782183987
617,601456,0.8045122294670263
617,601519,0.8904126926511579
617,601555,0.7114430331631412
617,601601,0.6127726191816286
617,601628,0.6854198361704857
617,601688,0.803713476081456
617,601696,0.8889788322797721
617,601788,0.8060370559453132
617,601878,0.8560382253141516
617,601901,0.7960196823023906
617,601990,0.8755817381446064
617,603093,0.7251688945328656
627,728,0.7452286050795348
627,750,0.7284596642408967
627,776,0.7651336180008583
627,783,0.6978804003994261
627,987,0.7551295039261229
627,1227,0.534650353534327
627,1236,0.7640658127290727
627,2423,0.7492767572446812
627,2500,0.7845991523054103
627,2670,0.6049823882768891
627,2736,0.7528912662317384
627,2797,0.7605889685426201
627,2926,0.643937311054847
627,2936,0.5774991322366954
627,2945,0.6024910898539203
627,2961,0.8108405376760545
627,300033,0.6942813006741761
627,300059,0.7839262424321635
627,300803,0.7223146965051188
627,600015,0.5199662305613084
627,600030,0.7770657898272126
627,600053,0.5317181961057879
627,600061,0.8249220681924828
627,600095,0.7180461878931608
627,600109,0.6216922242886497
627,600155,0.6080882538319332
627,600318,0.6276235347755069
627,600369,0.8432991204651314
627,600390,0.7684979622014602
627,600517,0.594827843274282
627,600621,0.7592007605170094
627,600643,0.7957340807036919
627,600705,0.653122728151323
627,600783,0.6535345814473968
627,600816,0.6818343193265375
627,600830,0.691399403809856
627,600864,0.792938470091568
627,600906,0.7482276867646676
627,600909,0.8181638816824558
627,600918,0.729187873201192
627,600927,0.8303752679588472
627,600928,0.5530001272922669
627,600958,0.770784269651463
627,600999,0.8217432799510824
627,601059,0.5603540868793596
627,601066,0.7871711205748162
627,601099,0.7479212979750391
627,601108,0.6217158570880524
627,601136,0.5988437026841957
627,601198,0.7377289962818897
627,601236,0.7505920959930154
627,601318,0.7959580605490185
627,601319,0.7539796478363368
627,601336,0.7822212057495272
627,601375,0.7744234793504902
627,601377,0.7202102240176962
627,601456,0.6909813772480796
627,601519,0.7220469009438565
627,601555,0.5920419871590766
627,601601,0.7512479611541627
627,601628,0.8680168385921185
627,601688,0.7185599007530378
627,601696,0.7568492184568505
627,601788,0.790026549274132
627,601878,0.7453416457222027
627,601881,0.6114846245229276
627,601901,0.6552226605533277
627,601990,0.7237313709903896
627,601995,0.6104974094783274
627,603093,0.7446475798814626
686,728,0.6196064557195946
686,750,0.8050406817245024
686,776,0.6576880649852561
686,783,0.6956682435899817
686,987,0.6858872076084772
686,1236,0.5944902207286897
686,2423,0.7221733629358573
686,2500,0.6911890045905412
686,2673,0.582318628979133
686,2736,0.6401807605140661
686,2797,0.5528784664825591
686,2926,0.6496081162624888
686,2945,0.5517307330570276
686,2961,0.5227584533414057
686,300033,0.5193115788630946
686,300059,0.6331671910236037
686,300803,0.5533893435994404
686,600030,0.6675124973984078
686,600061,0.6340660375534843
686,600095,0.7316031461043967
686,600109,0.6468836439737456
686,600318,0.5164738364231127
686,600369,0.6081403681460662
686,600390,0.7117719375700237
686,600517,0.5478037331709775
686,600621,0.6218647163239027
686,600643,0.6393250461623196
686,600705,0.5687381163421521
686,600816,0.696348824397494
686,600830,0.5681438202359151
686,600864,0.6887217898963666
686,600906,0.6701907090824717
686,600909,0.6404432305139403
686,600918,0.685271698860665
686,600927,0.5956461278133613
686,600928,0.5357448185971387
686,600958,0.6700080977113502
686,600999,0.6214368782564814
686,601066,0.705500294465036
686,601099,0.6648413189873956
686,601162,0.8031249195987782
686,601211,0.5124114655993958
686,601236,0.5933473360566672
686,601375,0.6917543405481423
686,601377,0.6366083177081403
686,601456,0.5546344272853799
686,601519,0.5691889692986065
686,601555,0.6248101275258057
686,601688,0.6789011155793917
686,601696,0.6355121527895581
686,601788,0.702224262872176
686,601878,0.6296794805778528
686,601901,0.6321075486605096
686,601990,0.6672274382509464
686,601995,0.5481502921783837
712,728,0.6762974726687017
712,750,0.6075690635269543
712,776,0.6275713240206757
712,783,0.6308266427643
712,987,0.6477234537154727
712,1236,0.6699600445053445
712,2423,0.5419506009455509
712,2500,0.6295129425874124
712,2670,0.7057599176911824
712,2673,0.5898938602192089
712,2736,0.6133018204747697
712,2797,0.7041915676364243
712,2926,0.5067623187551508
712,2945,0.6704491140284797
712,2961,0.5152642590497942
712,300033,0.6303471965673203
712,300059,0.6092777041005822
712,300803,0.6278726564311546
712,600030,0.649516921029644
712,600061,0.6003461886814428
712,600095,0.6508099089462939
712,600109,0.623178637154463
712,600120,0.6026971342737857
712,600155,0.5068488660997473
712,600369,0.5832343100583691
712,600390,0.5182116941843833
712,600621,0.6905689346411247
712,600643,0.5294717142267866
712,600816,0.5518925233839677
712,600830,0.5147446626140787
712,600864,0.6762156617701104
712,600906,0.6721129623129115
712,600909,0.6744960796848413
712,600918,0.6545420026533867
712,600927,0.5743079430023249
712,600958,0.6315095971046625
712,600999,0.6183728357725926
712,601066,0.5926195619139076
712,601099,0.696342138489039
712,601108,0.5848221931100528
712,601236,0.6532697049249762
712,601375,0.6393097888898778
712,601377,0.6257662389683852
712,601456,0.7126682293565698
712,601519,0.7141042583460081
712,601555,0.5366196562274065
712,601688,0.6406226963198912
712,601696,0.6836397639704093
712,601788,0.6167442460821905
712,601878,0.6175255675218031
712,601901,0.6123662397005757
712,601990,0.6715819447228037
712,601998,0.5246313739016913
728,750,0.8948203291718945
728,776,0.9025501206559481
728,783,0.9186096824544825
728,987,0.9458884197740796
728,1227,0.5689311277365312
728,1236,0.8505277443620005
728,2423,0.8526985641323328
728,2500,0.9702626160918292
728,2670,0.6616972221890287
728,2673,0.7543128261137199
728,2736,0.9151272425388187
728,2797,0.9125997026546455
728,2926,0.8333957963145311
728,2939,0.6866444104224372
728,2945,0.8811966238494232
728,2961,0.7655733143977475
728,300033,0.8163684019603974
728,300059,0.9104243805330811
728,300803,0.8639090194388479
728,600030,0.9557718585920737
728,600053,0.6522826954195728
728,600061,0.9185328310164479
728,600095,0.9037964995273102
728,600109,0.9469801417428816
728,600155,0.7125534071960049
728,600318,0.627027386965574
728,600369,0.8227351618497565
728,600390,0.8653693754976559
728,600517,0.8416015283882285
728,600621,0.8887123637401152
728,600643,0.8385979544866999
728,600705,0.6718668968801381
728,600783,0.6932759954396027
728,600816,0.8703756990441773
728,600830,0.7591424783733243
728,600864,0.9047503694156377
728,600906,0.9184388735275858
728,600909,0.9504391913195731
728,600918,0.9174940904418613
728,600927,0.8586206156741379
728,600928,0.5071302440222145
728,600958,0.8973119272538058
728,600999,0.9308892727243493
728,601059,0.5847154068398479
728,601066,0.8960632482828977
728,601099,0.9047240690233918
728,601108,0.8298144710216288
728,601136,0.6202609462319062
728,601162,0.6093928709914063
728,601198,0.7535591901862422
728,601211,0.6820939528523813
728,601236,0.9242192205816095
728,601318,0.7170137569526658
728,601319,0.6459371463964111
728,601336,0.7001764216258456
728,601375,0.9254139529809385
728,601377,0.9189017801891998
728,601456,0.8098385659687958
728,601519,0.9261825534239624
728,601555,0.7999593930179808
728,601601,0.6887140698110025
728,601628,0.7222476209240297
728,601688,0.8580255919667122
728,601696,0.915756119494625
728,601788,0.8664451160322367
728,601878,0.908530696661767
728,601881,0.5253020041193787
728,601901,0.8619637255350393
728,601990,0.9176244573216932
728,601995,0.5937828675019654
728,603093,0.6596269296889532
750,776,0.908130867625163
750,783,0.9035769339964388
750,987,0.9294840706835631
750,1227,0.5230088505401201
750,1236,0.8919021519015206
750,2423,0.9210633596185596
750,2500,0.9349469222866834
750,2670,0.6753685029045566
750,2673,0.7789759537914015
750,2736,0.8989795043977437
750,2797,0.8939031162402676
750,2926,0.8054443968002383
750,2939,0.6911664581866898
750,2945,0.79210399572148
750,2961,0.7778459347591846
750,300033,0.832031330265854
750,300059,0.929094021003489
750,300803,0.8653830796124454
750,600030,0.9265584395202537
750,600053,0.6940814708081614
750,600061,0.9121814883109965
750,600095,0.9575025573021906
750,600109,0.8402941576342484
750,600120,0.5004064680582504
750,600155,0.7657082521451923
750,600318,0.6314166275509343
750,600369,0.8228364680360217
750,600390,0.9174110547529906
750,600517,0.8388784327609573
750,600621,0.8924834195902055
750,600643,0.9009011426135618
750,600705,0.7771075714990278
750,600783,0.7202673527074525
750,600816,0.8891260908990761
750,600830,0.8232864053860148
750,600864,0.9389637184016573
750,600906,0.9369605455629171
750,600909,0.9259649149955738
750,600918,0.932289990071812
750,600927,0.8644377637411123
750,600928,0.5289819473866857
750,600958,0.9206067757184856
750,600999,0.8940964819375502
750,601059,0.6139999474364808
750,601066,0.927510663508162
750,601099,0.9561404008055995
750,601108,0.7782383652498216
750,601136,0.6817490370419145
750,601162,0.7936234346267181
750,601198,0.7256325642043568
750,601211,0.6829989303085596
750,601236,0.9201805636016543
750,601318,0.6558923948034987
750,601319,0.5820869471999345
750,601336,0.6850847947547872
750,601375,0.9321916524797521
750,601377,0.9015009078901146
750,601456,0.84393890068238
750,601519,0.8920479039651036
750,601555,0.7830177387140063
750,601601,0.6003956790310896
750,601628,0.6616013526271807
750,601688,0.8433735838502513
750,601696,0.933152299941643
750,601788,0.9045607588418816
750,601878,0.9362270662266955
750,601881,0.5259303508542454
750,601901,0.8435554364921517
750,601990,0.9202063937968556
750,601995,0.6224464524205238
750,601998,0.5614774418042031
750,603093,0.6769505692812305
776,783,0.9251094728580508
776,987,0.9112713493416408
776,1227,0.5852318868488298
776,1236,0.8592885727920793
776,2423,0.8726110276111376
776,2500,0.9545364191138123
776,2670,0.6313215809677719
776,2673,0.7280878299533297
776,2736,0.927808129597388
776,2797,0.9219197796502457
776,2926,0.870754878813316
776,2939,0.7253812965026646
776,2945,0.729231590490182
776,2961,0.7950464454912116
776,300033,0.8048981299956091
776,300059,0.9158902037203202
776,300803,0.8854123212624411
776,600030,0.9547573015412462
776,600053,0.6014031258919437
776,600061,0.9523789161730413
776,600095,0.8823664619731931
776,600109,0.8215480648950784
776,600155,0.6524962645530367
776,600318,0.646033206855919
776,600369,0.818342938885835
776,600390,0.8517755008851331
776,600517,0.8277189388700318
776,600621,0.8810302456564765
776,600643,0.8452899625952357
776,600705,0.7291376827653651
776,600783,0.6795380281102047
776,600816,0.7957622416307889
776,600830,0.7506020049544377
776,600864,0.9203173781153688
776,600901,0.5587582335663533
776,600906,0.9087867734703092
776,600909,0.9570755660204007
776,600918,0.877576952276833
776,600927,0.8342918852229634
776,600928,0.5211680948147486
776,600958,0.9439263100333127
776,600999,0.9463134433486211
776,601059,0.5390703125213027
776,601066,0.8968066734074448
776,601099,0.9045435892900312
776,601108,0.8173972308036332
776,601136,0.678463101181832
776,601162,0.5746575742713009
776,601198,0.7174510450651563
776,601211,0.6682515689622449
776,601236,0.9450389501890647
776,601318,0.8199668287944977
776,601319,0.748815543544372
776,601336,0.8305997518147133
776,601375,0.9076103651212707
776,601377,0.9123217246306368
776,601456,0.7717832953038265
776,601519,0.8704435745981572
776,601555,0.7437882128528228
776,601601,0.7463474146570139
776,601628,0.7793958768971168
776,601688,0.9306156379937323
776,601696,0.915200248204933
776,601788,0.8610206265304426
776,601878,0.8856335817420355
776,601901,0.8309789928583248
776,601990,0.9264370741167656
776,601995,0.5553390170705508
776,603093,0.691319364593918
783,987,0.9207975332432772
783,1227,0.5446851802586014
783,1236,0.8534436167218948
783,2423,0.8334068368766557
783,2500,0.9563521455407956
783,2670,0.6722159641244567
783,2673,0.8198745536456261
783,2736,0.9213484306832025
783,2797,0.9228843090472966
783,2926,0.9013147734286437
783,2939,0.7216870397524628
783,2945,0.8028960390830392
783,2961,0.763967064707843
783,300033,0.800923551710483
783,300059,0.9154606419807192
783,300803,0.8609810411969557
783,600030,0.9340967835699026
783,600053,0.5699906348070297
783,600061,0.9020535010045547
783,600095,0.9250798073842239
783,600109,0.8763649564339727
783,600155,0.6800102209926463
783,600318,0.5624335476401113
783,600369,0.814206888907079
783,600390,0.8432404310195938
783,600517,0.8274986010528828
783,600621,0.8761974585366135
783,600643,0.7897433821756259
783,600705,0.6742089393214771
783,600783,0.6724816450235434
783,600816,0.8719435227334477
783,600830,0.7061035221698074
783,600864,0.9249145598336348
783,600901,0.5577350612384944
783,600906,0.9069762212620588
783,600909,0.9312803240682342
783,600918,0.9176831109536486
783,600927,0.8096710742453291
783,600928,0.5269381553779559
783,600958,0.928804491727553
783,600999,0.9143549182993239
783,601059,0.5146719820211835
783,601066,0.9344353397707238
783,601099,0.9109747858911851
783,601108,0.8217627712003217
783,601136,0.6437675973953138
783,601162,0.6579861394287473
783,601198,0.7040044152528817
783,601211,0.5763183913758491
783,601236,0.9286624541285674
783,601318,0.6992762594359293
783,601319,0.6720718680289898
783,601336,0.726109096725637
783,601375,0.9137008429056444
783,601377,0.9132626269896594
783,601456,0.8078556287546214
783,601519,0.880259323370656
783,601555,0.793709672795321
783,601601,0.6605053793317599
783,601628,0.7040442424260375
783,601688,0.8678444688285385
783,601696,0.9247426266205493
783,601788,0.8801882057461021
783,601878,0.8980444438560059
783,601901,0.8957719003177491
783,601990,0.9331425324057457
783,601995,0.6288771709234479
783,603093,0.6741347005864158
987,1227,0.5151224490953044
987,1236,0.9022162097190739
987,2423,0.9252465843200866
987,2500,0.9630655159311882
987,2670,0.6610982460319347
987,2673,0.7430145054998992
987,2736,0.9455678075111401
987,2797,0.9154236613525027
987,2926,0.82408362632477
987,2939,0.7469919613068986
987,2945,0.8107363066262483
987,2961,0.8230100705744249
987,300033,0.8409895055467311
987,300059,0.9378267731630718
987,300803,0.874571566574166
987,600030,0.95194718719847
987,600053,0.6812534895257931
987,600061,0.9330621823008337
987,600095,0.933611648236169
987,600109,0.9062830710236242
987,600155,0.711499122127721
987,600318,0.6220367108779618
987,600369,0.8376083405515888
987,600390,0.9295373539940867
987,600517,0.8660108025699418
987,600621,0.8835228152217331
987,600643,0.8935628910322232
987,600705,0.7719601301966074
987,600783,0.7568276209580191
987,600816,0.8746021707429902
987,600830,0.7681195633401355
987,600864,0.9220222118706253
987,600906,0.9517798475757188
987,600909,0.9564162024323
987,600918,0.9467370332605881
987,600927,0.8984457504883053
987,600958,0.9327215626835091
987,600999,0.9259716001640018
987,601059,0.6489382256653213
987,601066,0.9321375732134453
987,601099,0.9209332243154096
987,601108,0.8364462736387629
987,601136,0.7129242587450375
987,601162,0.6380966803268866
987,601198,0.7778824207837681
987,601211,0.6419092826002064
987,601236,0.9195087131617038
987,601318,0.6984041914271834
987,601319,0.6353318636051037
987,601336,0.6840247003267048
987,601375,0.9352584884554102
987,601377,0.9205011173509774
987,601456,0.815943777407154
987,601519,0.9029511547014064
987,601555,0.8478690728667062
987,601601,0.6585033264082355
987,601628,0.706538003936673
987,601688,0.850844994028861
987,601696,0.9473024362742793
987,601788,0.8673777851962584
987,601878,0.9169826348647077
987,601901,0.8669955893304198
987,601990,0.9378414038036968
987,601995,0.5473546025958217
987,603093,0.7266870480049112
1227,2500,0.6196704393921424
1227,2673,0.5520221573596746
1227,2736,0.621633804179898
1227,2807,0.6345034621875296
1227,2839,0.7911580564729244
1227,2926,0.6215207115437398
1227,2936,0.6729523163509997
1227,2958,0.6168635775819256
1227,300803,0.529732208845326
1227,600030,0.5653583487718277
1227,600061,0.5833416869466291
1227,600109,0.5218972401382688
1227,600369,0.5886427690103903
1227,600390,0.5617271369368069
1227,600621,0.5509032819681298
1227,600864,0.520870820764346
1227,600901,0.6442348854835603
1227,600908,0.6095064761169107
1227,600909,0.5620439860489443
1227,600918,0.5171668262865695
1227,600928,0.7967414790466264
1227,600958,0.5168656502251833
1227,600999,0.6186169810529567
1227,601066,0.5920824537582778
1227,601099,0.5413971222286437
1227,601198,0.5080831715544492
1227,601236,0.5046870556031867
1227,601318,0.6199676637198487
1227,601319,0.6202092905976656
1227,601336,0.6279157604581208
1227,601375,0.574373908246862
1227,601377,0.5917614740943961
1227,601456,0.5030211350368577
1227,601601,0.692777546759498
1227,601628,0.6513545841087554
1227,601688,0.566923221074374
1227,601696,0.542614508426294
1227,601788,0.5586703336303677
1227,601860,0.6765389243028669
1227,601878,0.5808162232474605
1227,601881,0.5097380189441242
1227,601901,0.5384138269467044
1227,601916,0.5013809905025566
1227,601990,0.5135372235366593
1227,601995,0.5635187276638604
1227,601997,0.7266350666181406
1227,603323,0.6627927568367279
1236,2423,0.8642326506981122
1236,2500,0.8813075278932462
1236,2670,0.655052037165718
1236,2673,0.7415140699907318
1236,2736,0.8528364466507046
1236,2797,0.8719845952216372
1236,2926,0.7744531569568507
1236,2939,0.6343174858346362
1236,2945,0.7630530039739427
1236,2961,0.8750436522124486
1236,300033,0.8291229228169003
1236,300059,0.881326719539675
1236,300803,0.8844930760728709
1236,600030,0.8632312502058539
1236,600053,0.7333630455816801
1236,600061,0.8780220932311077
1236,600095,0.913621633184789
1236,600109,0.7725734890317499
1236,600155,0.7244596410241031
1236,600318,0.7130350236643261
1236,600369,0.7568656478561234
1236,600390,0.861418187583753
1236,600517,0.835348061303553
1236,600621,0.8724391391618319
1236,600643,0.9043286014131319
1236,600705,0.7375012187589917
1236,600783,0.7659766510700647
1236,600816,0.8659852321115671
1236,600830,0.8697523644020172
1236,600864,0.8920782945905048
1236,600901,0.5132841650152346
1236,600906,0.8839090032837034
1236,600909,0.9038049908500807
1236,600918,0.90469646900997
1236,600927,0.9080114273400912
1236,600928,0.5061539477317544
1236,600958,0.8708682332468441
1236,600999,0.8616203625439178
1236,601059,0.6212178730706477
1236,601066,0.864584532729983
1236,601099,0.9078907296489939
1236,601108,0.7618684459284305
1236,601136,0.688296452274914
1236,601162,0.5576986760920358
1236,601198,0.7017766563118386
1236,601211,0.6069727926112387
1236,601236,0.8948189394178029
1236,601318,0.6476405617432553
1236,601319,0.6218318170247175
1236,601336,0.6957375257466277
1236,601375,0.8576540320557385
1236,601377,0.8397828004276585
1236,601456,0.8121447108422359
1236,601519,0.87495857682472
1236,601555,0.6732727939137184
1236,601601,0.6274309922989575
1236,601628,0.620396831821965
1236,601688,0.7723292969769038
1236,601696,0.9053263469079397
1236,601788,0.8293122999615026
1236,601878,0.868800957165967
1236,601901,0.8119678790960749
1236,601990,0.8608229946928158
1236,601995,0.5376328906398083
1236,601998,0.5604061641791908
1236,603093,0.7867753843622244
2142,2807,0.557563458285329
2142,2839,0.6419228025497353
2142,2958,0.5669203047699034
2142,600000,0.599462485924612
2142,600015,0.6996601104180343
2142,600016,0.5846732689573279
2142,600036,0.6999302555698538
2142,600908,0.5743039825078983
2142,600928,0.511754158385388
2142,601009,0.5805207376048958
2142,601128,0.7589553143718424
2142,601166,0.5617517233408748
2142,601187,0.5431906970125053
2142,601528,0.5527856948270994
2142,601577,0.5956552007236265
2142,601658,0.5195436756118629
2142,601818,0.7106890848363702
2142,601860,0.5148801731137598
2142,601997,0.6879497691049861
2142,603323,0.5323191521914056
2423,2500,0.8920246767546882
2423,2670,0.6340116230919318
2423,2673,0.6679781845649264
